divipola5,departamento,municipio
54385,NORTE DE SANTANDER,La Esperanza
54398,NORTE DE SANTANDER,La Playa
54405,NORTE DE SANTANDER,Los Patios
54418,NORTE DE SANTANDER,Lourdes
54480,NORTE DE SANTANDER,Mutiscua
54498,NORTE DE SANTANDER,Ocaña
54518,NORTE DE SANTANDER,Pamplona
54520,NORTE DE SANTANDER,Pamplonita
54553,NORTE DE SANTANDER,Puerto Santander
54599,NORTE DE SANTANDER,Ragonvalia
54660,NORTE DE SANTANDER,Salazar
54670,NORTE DE SANTANDER,San Calixto
54673,NORTE DE SANTANDER,San Cayetano
54680,NORTE DE SANTANDER,Santiago
54720,NORTE DE SANTANDER,Sardinata
54743,NORTE DE SANTANDER,Silos
54800,NORTE DE SANTANDER,Teorama
54810,NORTE DE SANTANDER,Tibú
54820,NORTE DE SANTANDER,Toledo
54871,NORTE DE SANTANDER,Villa Caro
54874,NORTE DE SANTANDER,Villa del Rosario
63001,QUINDÍO,Armenia
63111,QUINDÍO,Buenavista
63130,QUINDÍO,Calarca
63190,QUINDÍO,Circasia
63212,QUINDÍO,Córdoba
63272,QUINDÍO,Filandia
63302,QUINDÍO,Génova
63401,QUINDÍO,La Tebaida
63470,QUINDÍO,Montenegro
63548,QUINDÍO,Pijao
63594,QUINDÍO,Quimbaya
63690,QUINDÍO,Salento
66001,RISARALDA,Pereira
66045,RISARALDA,Apía
66075,RISARALDA,Balboa
66088,RISARALDA,Belén de Umbría
66170,RISARALDA,Dosquebradas
66318,RISARALDA,Guática
66383,RISARALDA,La Celia
66400,RISARALDA,La Virginia
66440,RISARALDA,Marsella
66456,RISARALDA,Mistrató
66572,RISARALDA,Pueblo Rico
66594,RISARALDA,Quinchía
66682,RISARALDA,Santa Rosa de Cabal
66687,RISARALDA,Santuario
68001,SANTANDER,Bucaramanga
68013,SANTANDER,Aguada
68020,SANTANDER,Albania
68051,SANTANDER,Aratoca
68077,SANTANDER,Barbosa
68079,SANTANDER,Barichara
68081,SANTANDER,Barrancabermeja
68092,SANTANDER,Betulia
68101,SANTANDER,Bolívar
68132,SANTANDER,California
68147,SANTANDER,Capitanejo
68152,SANTANDER,Carcasí
68160,SANTANDER,Cepitá
68162,SANTANDER,Cerrito
68167,SANTANDER,Charalá
68169,SANTANDER,Charta
68176,SANTANDER,Chima
68179,SANTANDER,Chipatá
68190,SANTANDER,Cimitarra
68207,SANTANDER,Concepción
68209,SANTANDER,Confines
68211,SANTANDER,Contratación
68217,SANTANDER,Coromoro
68229,SANTANDER,Curití
68235,SANTANDER,El Carmen de Chucurí
68245,SANTANDER,El Guacamayo
68250,SANTANDER,El Peñón
68255,SANTANDER,El Playón
68264,SANTANDER,Encino
68266,SANTANDER,Enciso
68271,SANTANDER,Florián
68276,SANTANDER,Floridablanca
68296,SANTANDER,Galán
68298,SANTANDER,Gambita
68307,SANTANDER,Girón
68318,SANTANDER,Guaca
68320,SANTANDER,Guadalupe
68322,SANTANDER,Guapotá
68324,SANTANDER,Guavatá
68327,SANTANDER,Güepsa
68344,SANTANDER,Hato
68368,SANTANDER,Jesús María
68370,SANTANDER,Jordán
68377,SANTANDER,La Belleza
68385,SANTANDER,Landázuri
68397,SANTANDER,La Paz
68406,SANTANDER,Lebrija
68418,SANTANDER,Los Santos
68425,SANTANDER,Macaravita
68432,SANTANDER,Málaga
68444,SANTANDER,Matanza
68464,SANTANDER,Mogotes
68468,SANTANDER,Molagavita
68498,SANTANDER,Ocamonte
68500,SANTANDER,Oiba
68502,SANTANDER,Onzaga
68522,SANTANDER,Palmar
68524,SANTANDER,Palmas del Socorro
68533,SANTANDER,Páramo
68547,SANTANDER,Piedecuesta
68549,SANTANDER,Pinchote
68572,SANTANDER,Puente Nacional
68573,SANTANDER,Puerto Parra
68575,SANTANDER,Puerto Wilches
68615,SANTANDER,Rionegro
68655,SANTANDER,Sabana de Torres
68669,SANTANDER,San Andrés
68673,SANTANDER,San Benito
68679,SANTANDER,San Gil
68682,SANTANDER,San Joaquín
68684,SANTANDER,San José de Miranda
68686,SANTANDER,San Miguel
68689,SANTANDER,San Vicente de Chucurí
68705,SANTANDER,Santa Bárbara
68720,SANTANDER,Santa Helena del Opón
68745,SANTANDER,Simacota
68755,SANTANDER,Socorro
68770,SANTANDER,Suaita
68773,SANTANDER,Sucre
68780,SANTANDER,Suratá
68820,SANTANDER,Tona
68855,SANTANDER,Valle de San José
68861,SANTANDER,Vélez
68867,SANTANDER,Vetas
68872,SANTANDER,Villanueva
68895,SANTANDER,Zapatoca
70001,SUCRE,Sincelejo
70110,SUCRE,Buenavista
70124,SUCRE,Caimito
70204,SUCRE,Coloso
70215,SUCRE,Corozal
70221,SUCRE,Coveñas
70230,SUCRE,Chalán
70233,SUCRE,El Roble
70235,SUCRE,Galeras
70265,SUCRE,Guaranda
70400,SUCRE,La Unión
70418,SUCRE,Los Palmitos
70429,SUCRE,Majagual
70473,SUCRE,Morroa
70508,SUCRE,Ovejas
70523,SUCRE,Palmito
70670,SUCRE,Sampués
70678,SUCRE,San Benito Abad
70702,SUCRE,San Juan de Betulia
70708,SUCRE,San Marcos
70713,SUCRE,San Onofre
70717,SUCRE,San Pedro
70742,SUCRE,San Luis de Sincé
70771,SUCRE,Sucre
70820,SUCRE,Santiago de Tolú
70823,SUCRE,Tolú Viejo
73001,TOLIMA,Ibagué
73024,TOLIMA,Alpujarra
73026,TOLIMA,Alvarado
73030,TOLIMA,Ambalema
73043,TOLIMA,Anzoátegui
73055,TOLIMA,Armero
73067,TOLIMA,Ataco
73124,TOLIMA,Cajamarca
73148,TOLIMA,Carmen de Apicalá
73152,TOLIMA,Casabianca
73168,TOLIMA,Chaparral
73200,TOLIMA,Coello
73217,TOLIMA,Coyaima
73226,TOLIMA,Cunday
73236,TOLIMA,Dolores
73268,TOLIMA,Espinal
73270,TOLIMA,Falan
73275,TOLIMA,Flandes
73283,TOLIMA,Fresno
73319,TOLIMA,Guamo
73347,TOLIMA,Herveo
73349,TOLIMA,Honda
73352,TOLIMA,Icononzo
73408,TOLIMA,Lérida
73411,TOLIMA,Líbano
73443,TOLIMA,Mariquita
73449,TOLIMA,Melgar
73461,TOLIMA,Murillo
73483,TOLIMA,Natagaima
73504,TOLIMA,Ortega
73520,TOLIMA,Palocabildo
73547,TOLIMA,Piedras
73555,TOLIMA,Planadas
73563,TOLIMA,Prado
73585,TOLIMA,Purificación
73616,TOLIMA,Rioblanco
73622,TOLIMA,Roncesvalles
73624,TOLIMA,Rovira
73671,TOLIMA,Saldaña
73675,TOLIMA,San Antonio
73678,TOLIMA,San Luis
73686,TOLIMA,Santa Isabel
73770,TOLIMA,Suárez
73854,TOLIMA,Valle de San Juan
73861,TOLIMA,Venadillo
73870,TOLIMA,Villahermosa
73873,TOLIMA,Villarrica
76001,VALLE,Cali
76020,VALLE,Alcalá
76036,VALLE,Andalucía
76041,VALLE,Ansermanuevo
76054,VALLE,Argelia
76100,VALLE,Bolívar
76109,VALLE,Buenaventura
76111,VALLE,Guadalajara de Buga
76113,VALLE,Bugalagrande
76122,VALLE,Caicedonia
76126,VALLE,Calima
76130,VALLE,Candelaria
76147,VALLE,Cartago
76233,VALLE,Dagua
76243,VALLE,El Águila
76246,VALLE,El Cairo
76248,VALLE,El Cerrito
76250,VALLE,El Dovio
76275,VALLE,Florida
76306,VALLE,Ginebra
76318,VALLE,Guacarí
76364,VALLE,Jamundí
76377,VALLE,La Cumbre
76400,VALLE,La Unión
76403,VALLE,La Victoria
76497,VALLE,Obando
76520,VALLE,Palmira
76563,VALLE,Pradera
76606,VALLE,Restrepo
76616,VALLE,Riofrío
76622,VALLE,Roldanillo
76670,VALLE,San Pedro
76736,VALLE,Sevilla
76823,VALLE,Toro
76828,VALLE,Trujillo
76834,VALLE,Tuluá
76845,VALLE,Ulloa
76863,VALLE,Versalles
76869,VALLE,Vijes
76890,VALLE,Yotoco
76892,VALLE,Yumbo
76895,VALLE,Zarzal
81001,ARAUCA,Arauca
81065,ARAUCA,Arauquita
81220,ARAUCA,Cravo Norte
81300,ARAUCA,Fortul
81591,ARAUCA,Puerto Rondón
81736,ARAUCA,Saravena
81794,ARAUCA,Tame
85001,CASANARE,Yopal
85010,CASANARE,Aguazul
85015,CASANARE,Chameza
85125,CASANARE,Hato Corozal
85136,CASANARE,La Salina
85139,CASANARE,Maní
85162,CASANARE,Monterrey
85225,CASANARE,Nunchía
85230,CASANARE,Orocué
85250,CASANARE,Paz de Ariporo
85263,CASANARE,Pore
85279,CASANARE,Recetor
85300,CASANARE,Sabanalarga
85315,CASANARE,Sácama
85325,CASANARE,San Luis de Palenque
85400,CASANARE,Támara
85410,CASANARE,Tauramena
85430,CASANARE,Trinidad
85440,CASANARE,Villanueva
86001,PUTUMAYO,Mocoa
86219,PUTUMAYO,Colón
86320,PUTUMAYO,Orito
86568,PUTUMAYO,Puerto Asís
86569,PUTUMAYO,Puerto Caicedo
86571,PUTUMAYO,Puerto Guzmán
86573,PUTUMAYO,Puerto Leguízamo
86749,PUTUMAYO,Sibundoy
86755,PUTUMAYO,San Francisco
86757,PUTUMAYO,San Miguel
86760,PUTUMAYO,Santiago
86865,PUTUMAYO,Valle del Guamuez
86885,PUTUMAYO,Villagarzón
88001,SAN ANDRÉS,San Andrés
88564,SAN ANDRÉS,Providencia
91001,AMAZONAS,Leticia
91263,AMAZONAS,Leticia
91405,AMAZONAS,Leticia
91407,AMAZONAS,Leticia
91460,AMAZONAS,Leticia
91530,AMAZONAS,Leticia
91536,AMAZONAS,Leticia
91540,AMAZONAS,Puerto Nariño
91669,AMAZONAS,Leticia
91798,AMAZONAS,Leticia
94001,GUAINÍA,Inírida
94883,GUAINÍA,Inírida
95001,GUAVIARE,San José del Guaviare
95015,GUAVIARE,Calamar
95025,GUAVIARE,El Retorno
95200,GUAVIARE,Miraflores
97001,VAUPÉS,Mitú
97161,VAUPÉS,Caruru
97666,VAUPÉS,Taraira
99001,VICHADA,Puerto Carreño
99524,VICHADA,La Primavera
99624,VICHADA,Santa Rosalía
99773,VICHADA,Cumaribo
